siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,201911,.126
33,彰化,8,總碳氫化合物,THC,ppm,201911,2.092
33,彰化,7,二氧化氮,NO2,ppb,201911,14.61
33,彰化,6,一氧化氮,NO,ppb,201911,1.78
33,彰化,5,氮氧化物,NOx,ppb,201911,16.39
33,彰化,4,懸浮微粒,PM10,μg/m3,201911,38
33,彰化,3,臭氧,O3,ppb,201911,31.9
33,彰化,2,一氧化碳,CO,ppm,201911,.41
33,彰化,1,二氧化硫,SO2,ppb,201911,2.2
32,西屯,143,小時風速值,WS_HR,m/sec,201911,2.8
32,西屯,38,相對濕度,RH,percent,201911,69.78
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,201911,18
32,西屯,32,降雨強度,RAIN_INT,㎜,201911,11.13
32,西屯,31,甲烷,CH4,ppm,201911,1.791
32,西屯,22,導電度,RAIN_COND,μmho/cm,201911,458.18
32,西屯,21,酸雨,PH_RAIN,pH,201911,5.73
32,西屯,14,溫度,AMB_TEMP,℃,201911,22.82
32,西屯,10,風速,WIND_SPEED,m/sec,201911,3.08
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,201911,.137
32,西屯,8,總碳氫化合物,THC,ppm,201911,1.929
32,西屯,7,二氧化氮,NO2,ppb,201911,12.74
32,西屯,6,一氧化氮,NO,ppb,201911,2.27
32,西屯,5,氮氧化物,NOx,ppb,201911,15.01
32,西屯,4,懸浮微粒,PM10,μg/m3,201911,36
32,西屯,3,臭氧,O3,ppb,201911,37.1
32,西屯,2,一氧化碳,CO,ppm,201911,.3
32,西屯,1,二氧化硫,SO2,ppb,201911,1.7
31,忠明,143,小時風速值,WS_HR,m/sec,201911,1.63
31,忠明,38,相對濕度,RH,percent,201911,69.22
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,201911,20
31,忠明,31,甲烷,CH4,ppm,201911,1.791
31,忠明,14,溫度,AMB_TEMP,℃,201911,24.13
31,忠明,10,風速,WIND_SPEED,m/sec,201911,2.12
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,201911,.125
31,忠明,8,總碳氫化合物,THC,ppm,201911,1.916
31,忠明,7,二氧化氮,NO2,ppb,201911,15.94
31,忠明,6,一氧化氮,NO,ppb,201911,2.35
31,忠明,5,氮氧化物,NOx,ppb,201911,18.3
31,忠明,4,懸浮微粒,PM10,μg/m3,201911,36
31,忠明,3,臭氧,O3,ppb,201911,34
31,忠明,2,一氧化碳,CO,ppm,201911,.36
31,忠明,1,二氧化硫,SO2,ppb,201911,2.4
30,大里,143,小時風速值,WS_HR,m/sec,201911,1.42
30,大里,38,相對濕度,RH,percent,201911,64.81
30,大里,36,二氧化碳,CO2,ppm,201911,435.13
30,大里,33,細懸浮微粒,PM2.5,μg/m3,201911,19
30,大里,31,甲烷,CH4,ppm,201911,1.846
30,大里,14,溫度,AMB_TEMP,℃,201911,23.61
30,大里,10,風速,WIND_SPEED,m/sec,201911,1.78
30,大里,9,非甲烷碳氫化合物,NMHC,ppm,201911,.177
30,大里,8,總碳氫化合物,THC,ppm,201911,2.022
30,大里,7,二氧化氮,NO2,ppb,201911,17.56
30,大里,6,一氧化氮,NO,ppb,201911,2.97
30,大里,5,氮氧化物,NOx,ppb,201911,20.54
30,大里,4,懸浮微粒,PM10,μg/m3,201911,39
30,大里,3,臭氧,O3,ppb,201911,30.1
30,大里,2,一氧化碳,CO,ppm,201911,.48
30,大里,1,二氧化硫,SO2,ppb,201911,2.6
29,沙鹿,143,小時風速值,WS_HR,m/sec,201911,3.74
29,沙鹿,38,相對濕度,RH,percent,201911,71.85
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,201911,18
29,沙鹿,14,溫度,AMB_TEMP,℃,201911,23.64
29,沙鹿,10,風速,WIND_SPEED,m/sec,201911,4.1
29,沙鹿,7,二氧化氮,NO2,ppb,201911,12.08
29,沙鹿,6,一氧化氮,NO,ppb,201911,1.76
29,沙鹿,5,氮氧化物,NOx,ppb,201911,13.83
29,沙鹿,4,懸浮微粒,PM10,μg/m3,201911,38
29,沙鹿,3,臭氧,O3,ppb,201911,38.1
29,沙鹿,2,一氧化碳,CO,ppm,201911,.29
29,沙鹿,1,二氧化硫,SO2,ppb,201911,2.1
28,豐原,143,小時風速值,WS_HR,m/sec,201911,1.64
28,豐原,38,相對濕度,RH,percent,201911,73.98
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,201911,17
28,豐原,31,甲烷,CH4,ppm,201911,1.725
28,豐原,14,溫度,AMB_TEMP,℃,201911,21.62
28,豐原,10,風速,WIND_SPEED,m/sec,201911,1.91
66,冬山,10,風速,WIND_SPEED,m/sec,201911,1.64
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,201911,.096
28,豐原,8,總碳氫化合物,THC,ppm,201911,1.82
28,豐原,7,二氧化氮,NO2,ppb,201911,9.3
28,豐原,6,一氧化氮,NO,ppb,201911,1.91
28,豐原,5,氮氧化物,NOx,ppb,201911,11.2
28,豐原,4,懸浮微粒,PM10,μg/m3,201911,32
28,豐原,3,臭氧,O3,ppb,201911,36.7
28,豐原,2,一氧化碳,CO,ppm,201911,.28
28,豐原,1,二氧化硫,SO2,ppb,201911,1.6
27,三義,143,小時風速值,WS_HR,m/sec,201911,3.57
27,三義,38,相對濕度,RH,percent,201911,81.84
27,三義,33,細懸浮微粒,PM2.5,μg/m3,201911,15
27,三義,32,降雨強度,RAIN_INT,㎜,201911,0
27,三義,22,導電度,RAIN_COND,μmho/cm,201911,0
27,三義,21,酸雨,PH_RAIN,pH,201911,0
27,三義,14,溫度,AMB_TEMP,℃,201911,19.61
27,三義,10,風速,WIND_SPEED,m/sec,201911,3.77
27,三義,7,二氧化氮,NO2,ppb,201911,6.69
27,三義,6,一氧化氮,NO,ppb,201911,1.22
27,三義,5,氮氧化物,NOx,ppb,201911,7.9
27,三義,4,懸浮微粒,PM10,μg/m3,201911,26
27,三義,3,臭氧,O3,ppb,201911,39
27,三義,2,一氧化碳,CO,ppm,201911,.23
27,三義,1,二氧化硫,SO2,ppb,201911,2
26,苗栗,143,小時風速值,WS_HR,m/sec,201911,2.34
26,苗栗,38,相對濕度,RH,percent,201911,75.37
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,201911,17
26,苗栗,14,溫度,AMB_TEMP,℃,201911,21.99
26,苗栗,10,風速,WIND_SPEED,m/sec,201911,2.8
26,苗栗,7,二氧化氮,NO2,ppb,201911,11.54
26,苗栗,6,一氧化氮,NO,ppb,201911,2.54
26,苗栗,5,氮氧化物,NOx,ppb,201911,14.08
26,苗栗,4,懸浮微粒,PM10,μg/m3,201911,32
26,苗栗,3,臭氧,O3,ppb,201911,28.9
26,苗栗,2,一氧化碳,CO,ppm,201911,.33
26,苗栗,1,二氧化硫,SO2,ppb,201911,2.5
25,頭份,143,小時風速值,WS_HR,m/sec,201911,2.65
25,頭份,38,相對濕度,RH,percent,201911,73.34
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,201911,16
25,頭份,31,甲烷,CH4,ppm,201911,2.02
25,頭份,14,溫度,AMB_TEMP,℃,201911,22.03
25,頭份,10,風速,WIND_SPEED,m/sec,201911,3.16
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,201911,.088
25,頭份,8,總碳氫化合物,THC,ppm,201911,2.109
25,頭份,7,二氧化氮,NO2,ppb,201911,11.03
25,頭份,6,一氧化氮,NO,ppb,201911,1.79
25,頭份,5,氮氧化物,NOx,ppb,201911,12.82
25,頭份,4,懸浮微粒,PM10,μg/m3,201911,33
25,頭份,3,臭氧,O3,ppb,201911,35.8
25,頭份,2,一氧化碳,CO,ppm,201911,.28
25,頭份,1,二氧化硫,SO2,ppb,201911,1.2
24,新竹,143,小時風速值,WS_HR,m/sec,201911,2.53
24,新竹,38,相對濕度,RH,percent,201911,71.21
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,201911,15
24,新竹,31,甲烷,CH4,ppm,201911,1.793
24,新竹,14,溫度,AMB_TEMP,℃,201911,22.41
24,新竹,10,風速,WIND_SPEED,m/sec,201911,3.31
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,201911,.089
24,新竹,8,總碳氫化合物,THC,ppm,201911,1.882
24,新竹,7,二氧化氮,NO2,ppb,201911,11.32
24,新竹,6,一氧化氮,NO,ppb,201911,1.33
24,新竹,5,氮氧化物,NOx,ppb,201911,12.67
24,新竹,4,懸浮微粒,PM10,μg/m3,201911,33
24,新竹,3,臭氧,O3,ppb,201911,38.8
24,新竹,2,一氧化碳,CO,ppm,201911,.28
24,新竹,1,二氧化硫,SO2,ppb,201911,2
23,竹東,143,小時風速值,WS_HR,m/sec,201911,3.12
1,基隆,1,二氧化硫,SO2,ppb,201911,1.7
23,竹東,38,相對濕度,RH,percent,201911,72.28
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,201911,12
23,竹東,14,溫度,AMB_TEMP,℃,201911,21.17
23,竹東,10,風速,WIND_SPEED,m/sec,201911,3.63
23,竹東,7,二氧化氮,NO2,ppb,201911,6.39
23,竹東,6,一氧化氮,NO,ppb,201911,1.73
23,竹東,5,氮氧化物,NOx,ppb,201911,8.12
23,竹東,4,懸浮微粒,PM10,μg/m3,201911,25
23,竹東,3,臭氧,O3,ppb,201911,40.3
23,竹東,2,一氧化碳,CO,ppm,201911,.24
23,竹東,1,二氧化硫,SO2,ppb,201911,1.6
22,湖口,143,小時風速值,WS_HR,m/sec,201911,4.48
22,湖口,38,相對濕度,RH,percent,201911,71.3
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,201911,16
22,湖口,14,溫度,AMB_TEMP,℃,201911,21.33
22,湖口,10,風速,WIND_SPEED,m/sec,201911,4.79
22,湖口,7,二氧化氮,NO2,ppb,201911,8.66
22,湖口,6,一氧化氮,NO,ppb,201911,1.48
22,湖口,5,氮氧化物,NOx,ppb,201911,10.13
22,湖口,4,懸浮微粒,PM10,μg/m3,201911,34
22,湖口,3,臭氧,O3,ppb,201911,41.2
22,湖口,2,一氧化碳,CO,ppm,201911,.25
22,湖口,1,二氧化硫,SO2,ppb,201911,2
21,龍潭,143,小時風速值,WS_HR,m/sec,201911,4.31
21,龍潭,38,相對濕度,RH,percent,201911,76.95
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,201911,13
21,龍潭,14,溫度,AMB_TEMP,℃,201911,20.44
21,龍潭,10,風速,WIND_SPEED,m/sec,201911,4.62
21,龍潭,7,二氧化氮,NO2,ppb,201911,9.13
21,龍潭,6,一氧化氮,NO,ppb,201911,2.17
21,龍潭,5,氮氧化物,NOx,ppb,201911,11.31
21,龍潭,4,懸浮微粒,PM10,μg/m3,201911,26
21,龍潭,3,臭氧,O3,ppb,201911,40.2
21,龍潭,2,一氧化碳,CO,ppm,201911,.28
21,龍潭,1,二氧化硫,SO2,ppb,201911,2.2
20,平鎮,143,小時風速值,WS_HR,m/sec,201911,2.91
20,平鎮,38,相對濕度,RH,percent,201911,73.99
1,基隆,5,氮氧化物,NOx,ppb,201911,15.31
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,201911,13
20,平鎮,14,溫度,AMB_TEMP,℃,201911,21.31
20,平鎮,10,風速,WIND_SPEED,m/sec,201911,3.25
20,平鎮,7,二氧化氮,NO2,ppb,201911,14.58
20,平鎮,6,一氧化氮,NO,ppb,201911,2.54
20,平鎮,5,氮氧化物,NOx,ppb,201911,17.12
20,平鎮,4,懸浮微粒,PM10,μg/m3,201911,31
20,平鎮,3,臭氧,O3,ppb,201911,36.1
20,平鎮,2,一氧化碳,CO,ppm,201911,.37
20,平鎮,1,二氧化硫,SO2,ppb,201911,2.4
19,觀音,143,小時風速值,WS_HR,m/sec,201911,5.25
19,觀音,38,相對濕度,RH,percent,201911,76.42
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,201911,16
19,觀音,32,降雨強度,RAIN_INT,㎜,201911,1.12
19,觀音,22,導電度,RAIN_COND,μmho/cm,201911,275.6
19,觀音,21,酸雨,PH_RAIN,pH,201911,4.87
19,觀音,14,溫度,AMB_TEMP,℃,201911,19.94
19,觀音,10,風速,WIND_SPEED,m/sec,201911,5.89
19,觀音,7,二氧化氮,NO2,ppb,201911,8.94
19,觀音,6,一氧化氮,NO,ppb,201911,1.04
19,觀音,5,氮氧化物,NOx,ppb,201911,9.98
19,觀音,4,懸浮微粒,PM10,μg/m3,201911,38
19,觀音,3,臭氧,O3,ppb,201911,41.8
19,觀音,2,一氧化碳,CO,ppm,201911,.23
19,觀音,1,二氧化硫,SO2,ppb,201911,3.9
18,大園,143,小時風速值,WS_HR,m/sec,201911,5.16
18,大園,38,相對濕度,RH,percent,201911,71.2
18,大園,33,細懸浮微粒,PM2.5,μg/m3,201911,16
18,大園,14,溫度,AMB_TEMP,℃,201911,21.16
18,大園,10,風速,WIND_SPEED,m/sec,201911,5.57
18,大園,7,二氧化氮,NO2,ppb,201911,14.12
18,大園,6,一氧化氮,NO,ppb,201911,3.65
18,大園,5,氮氧化物,NOx,ppb,201911,17.76
18,大園,4,懸浮微粒,PM10,μg/m3,201911,35
18,大園,3,臭氧,O3,ppb,201911,39.5
18,大園,2,一氧化碳,CO,ppm,201911,.24
18,大園,1,二氧化硫,SO2,ppb,201911,3.8
17,桃園,143,小時風速值,WS_HR,m/sec,201911,2.17
17,桃園,38,相對濕度,RH,percent,201911,75.56
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,201911,14
17,桃園,31,甲烷,CH4,ppm,201911,1.931
17,桃園,14,溫度,AMB_TEMP,℃,201911,19.97
17,桃園,10,風速,WIND_SPEED,m/sec,201911,2.51
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,201911,.127
17,桃園,8,總碳氫化合物,THC,ppm,201911,2.058
17,桃園,7,二氧化氮,NO2,ppb,201911,13.31
17,桃園,6,一氧化氮,NO,ppb,201911,2.29
17,桃園,5,氮氧化物,NOx,ppb,201911,15.59
17,桃園,4,懸浮微粒,PM10,μg/m3,201911,28
17,桃園,3,臭氧,O3,ppb,201911,31.6
17,桃園,2,一氧化碳,CO,ppm,201911,.39
17,桃園,1,二氧化硫,SO2,ppb,201911,3.9
16,大同,33,細懸浮微粒,PM2.5,μg/m3,201911,17
16,大同,31,甲烷,CH4,ppm,201911,1.918
16,大同,9,非甲烷碳氫化合物,NMHC,ppm,201911,.23
16,大同,8,總碳氫化合物,THC,ppm,201911,2.148
16,大同,7,二氧化氮,NO2,ppb,201911,27.92
16,大同,6,一氧化氮,NO,ppb,201911,26.01
16,大同,5,氮氧化物,NOx,ppb,201911,53.93
16,大同,4,懸浮微粒,PM10,μg/m3,201911,36
16,大同,2,一氧化碳,CO,ppm,201911,.8
16,大同,1,二氧化硫,SO2,ppb,201911,2.3
15,松山,143,小時風速值,WS_HR,m/sec,201911,1.64
15,松山,38,相對濕度,RH,percent,201911,74.74
15,松山,36,二氧化碳,CO2,ppm,201911,425.11
15,松山,33,細懸浮微粒,PM2.5,μg/m3,201911,15
15,松山,31,甲烷,CH4,ppm,201911,1.739
15,松山,14,溫度,AMB_TEMP,℃,201911,21.2
15,松山,10,風速,WIND_SPEED,m/sec,201911,2.09
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,201911,.1
15,松山,8,總碳氫化合物,THC,ppm,201911,1.839
15,松山,7,二氧化氮,NO2,ppb,201911,16.73
15,松山,6,一氧化氮,NO,ppb,201911,4.49
15,松山,5,氮氧化物,NOx,ppb,201911,21.22
15,松山,4,懸浮微粒,PM10,μg/m3,201911,32
15,松山,3,臭氧,O3,ppb,201911,30.9
15,松山,2,一氧化碳,CO,ppm,201911,.33
15,松山,1,二氧化硫,SO2,ppb,201911,2.2
14,古亭,143,小時風速值,WS_HR,m/sec,201911,.92
14,古亭,38,相對濕度,RH,percent,201911,73.97
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,201911,12
14,古亭,31,甲烷,CH4,ppm,201911,1.901
14,古亭,14,溫度,AMB_TEMP,℃,201911,21.8
14,古亭,10,風速,WIND_SPEED,m/sec,201911,1.51
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,201911,.087
14,古亭,8,總碳氫化合物,THC,ppm,201911,1.988
14,古亭,7,二氧化氮,NO2,ppb,201911,13.17
14,古亭,6,一氧化氮,NO,ppb,201911,1.62
14,古亭,5,氮氧化物,NOx,ppb,201911,14.78
14,古亭,4,懸浮微粒,PM10,μg/m3,201911,28
14,古亭,3,臭氧,O3,ppb,201911,35.5
14,古亭,2,一氧化碳,CO,ppm,201911,.3
14,古亭,1,二氧化硫,SO2,ppb,201911,1.5
13,萬華,143,小時風速值,WS_HR,m/sec,201911,2.03
13,萬華,38,相對濕度,RH,percent,201911,69.76
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,201911,14
13,萬華,14,溫度,AMB_TEMP,℃,201911,23.16
13,萬華,10,風速,WIND_SPEED,m/sec,201911,2.4
13,萬華,7,二氧化氮,NO2,ppb,201911,19.64
13,萬華,6,一氧化氮,NO,ppb,201911,4.35
13,萬華,5,氮氧化物,NOx,ppb,201911,23.99
13,萬華,4,懸浮微粒,PM10,μg/m3,201911,30
13,萬華,3,臭氧,O3,ppb,201911,29.1
13,萬華,2,一氧化碳,CO,ppm,201911,.38
13,萬華,1,二氧化硫,SO2,ppb,201911,1.8
12,中山,143,小時風速值,WS_HR,m/sec,201911,1.66
12,中山,38,相對濕度,RH,percent,201911,73.73
12,中山,33,細懸浮微粒,PM2.5,μg/m3,201911,13
12,中山,31,甲烷,CH4,ppm,201911,1.798
12,中山,14,溫度,AMB_TEMP,℃,201911,22.11
12,中山,10,風速,WIND_SPEED,m/sec,201911,2.12
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,201911,.132
12,中山,8,總碳氫化合物,THC,ppm,201911,1.93
12,中山,7,二氧化氮,NO2,ppb,201911,21.79
12,中山,6,一氧化氮,NO,ppb,201911,6.35
12,中山,5,氮氧化物,NOx,ppb,201911,28.13
12,中山,4,懸浮微粒,PM10,μg/m3,201911,29
12,中山,3,臭氧,O3,ppb,201911,28
12,中山,2,一氧化碳,CO,ppm,201911,.48
12,中山,1,二氧化硫,SO2,ppb,201911,1.9
11,士林,143,小時風速值,WS_HR,m/sec,201911,2.14
11,士林,38,相對濕度,RH,percent,201911,68.14
11,士林,33,細懸浮微粒,PM2.5,μg/m3,201911,9
11,士林,14,溫度,AMB_TEMP,℃,201911,22.5
11,士林,10,風速,WIND_SPEED,m/sec,201911,2.67
11,士林,7,二氧化氮,NO2,ppb,201911,7.39
11,士林,6,一氧化氮,NO,ppb,201911,2.22
11,士林,5,氮氧化物,NOx,ppb,201911,9.61
11,士林,4,懸浮微粒,PM10,μg/m3,201911,26
11,士林,3,臭氧,O3,ppb,201911,42.8
11,士林,2,一氧化碳,CO,ppm,201911,.25
11,士林,1,二氧化硫,SO2,ppb,201911,1.8
10,淡水,38,相對濕度,RH,percent,201911,81.26
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,201911,12
10,淡水,14,溫度,AMB_TEMP,℃,201911,21.25
10,淡水,10,風速,WIND_SPEED,m/sec,201911,.92
10,淡水,7,二氧化氮,NO2,ppb,201911,5.43
10,淡水,6,一氧化氮,NO,ppb,201911,1.06
10,淡水,5,氮氧化物,NOx,ppb,201911,6.49
10,淡水,4,懸浮微粒,PM10,μg/m3,201911,24
10,淡水,3,臭氧,O3,ppb,201911,40.9
10,淡水,2,一氧化碳,CO,ppm,201911,.23
10,淡水,1,二氧化硫,SO2,ppb,201911,1.4
9,林口,143,小時風速值,WS_HR,m/sec,201911,3.2
9,林口,38,相對濕度,RH,percent,201911,76.11
9,林口,33,細懸浮微粒,PM2.5,μg/m3,201911,13
9,林口,14,溫度,AMB_TEMP,℃,201911,20.33
9,林口,10,風速,WIND_SPEED,m/sec,201911,3.54
9,林口,7,二氧化氮,NO2,ppb,201911,9.63
9,林口,6,一氧化氮,NO,ppb,201911,2.43
9,林口,5,氮氧化物,NOx,ppb,201911,12.07
9,林口,4,懸浮微粒,PM10,μg/m3,201911,29
9,林口,3,臭氧,O3,ppb,201911,41.2
9,林口,2,一氧化碳,CO,ppm,201911,.23
9,林口,1,二氧化硫,SO2,ppb,201911,1.8
8,菜寮,143,小時風速值,WS_HR,m/sec,201911,2.47
8,菜寮,38,相對濕度,RH,percent,201911,67.56
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,201911,13
8,菜寮,14,溫度,AMB_TEMP,℃,201911,22.56
8,菜寮,10,風速,WIND_SPEED,m/sec,201911,2.8
8,菜寮,7,二氧化氮,NO2,ppb,201911,13.66
8,菜寮,6,一氧化氮,NO,ppb,201911,2.81
8,菜寮,5,氮氧化物,NOx,ppb,201911,16.47
8,菜寮,4,懸浮微粒,PM10,μg/m3,201911,28
8,菜寮,3,臭氧,O3,ppb,201911,33.3
8,菜寮,2,一氧化碳,CO,ppm,201911,.38
8,菜寮,1,二氧化硫,SO2,ppb,201911,1.8
7,新莊,143,小時風速值,WS_HR,m/sec,201911,3.38
7,新莊,38,相對濕度,RH,percent,201911,69.86
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,201911,14
7,新莊,14,溫度,AMB_TEMP,℃,201911,22.04
66,冬山,4,懸浮微粒,PM10,μg/m3,201911,29
7,新莊,10,風速,WIND_SPEED,m/sec,201911,3.59
7,新莊,7,二氧化氮,NO2,ppb,201911,13.85
7,新莊,6,一氧化氮,NO,ppb,201911,2.99
7,新莊,5,氮氧化物,NOx,ppb,201911,16.84
7,新莊,4,懸浮微粒,PM10,μg/m3,201911,34
7,新莊,3,臭氧,O3,ppb,201911,35.3
7,新莊,2,一氧化碳,CO,ppm,201911,.36
7,新莊,1,二氧化硫,SO2,ppb,201911,2.1
6,板橋,143,小時風速值,WS_HR,m/sec,201911,2.09
6,板橋,38,相對濕度,RH,percent,201911,69.26
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,201911,14
6,板橋,32,降雨強度,RAIN_INT,㎜,201911,1.75
6,板橋,31,甲烷,CH4,ppm,201911,1.923
6,板橋,22,導電度,RAIN_COND,μmho/cm,201911,128.6
6,板橋,21,酸雨,PH_RAIN,pH,201911,5.62
6,板橋,14,溫度,AMB_TEMP,℃,201911,21.77
6,板橋,10,風速,WIND_SPEED,m/sec,201911,2.45
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,201911,.142
6,板橋,8,總碳氫化合物,THC,ppm,201911,2.065
6,板橋,7,二氧化氮,NO2,ppb,201911,18.02
6,板橋,6,一氧化氮,NO,ppb,201911,3.07
6,板橋,5,氮氧化物,NOx,ppb,201911,21.08
6,板橋,4,懸浮微粒,PM10,μg/m3,201911,29
6,板橋,3,臭氧,O3,ppb,201911,31.7
6,板橋,2,一氧化碳,CO,ppm,201911,.4
6,板橋,1,二氧化硫,SO2,ppb,201911,2.4
5,土城,143,小時風速值,WS_HR,m/sec,201911,.68
5,土城,38,相對濕度,RH,percent,201911,73.29
5,土城,33,細懸浮微粒,PM2.5,μg/m3,201911,11
5,土城,31,甲烷,CH4,ppm,201911,1.823
5,土城,14,溫度,AMB_TEMP,℃,201911,21.82
5,土城,10,風速,WIND_SPEED,m/sec,201911,1.45
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,201911,.111
5,土城,8,總碳氫化合物,THC,ppm,201911,1.934
5,土城,7,二氧化氮,NO2,ppb,201911,12.64
5,土城,6,一氧化氮,NO,ppb,201911,2
5,土城,5,氮氧化物,NOx,ppb,201911,14.6
5,土城,4,懸浮微粒,PM10,μg/m3,201911,27
5,土城,3,臭氧,O3,ppb,201911,36.2
5,土城,2,一氧化碳,CO,ppm,201911,.34
5,土城,1,二氧化硫,SO2,ppb,201911,1.7
4,新店,143,小時風速值,WS_HR,m/sec,201911,1.36
4,新店,38,相對濕度,RH,percent,201911,72.57
4,新店,33,細懸浮微粒,PM2.5,μg/m3,201911,11
4,新店,14,溫度,AMB_TEMP,℃,201911,21.74
4,新店,10,風速,WIND_SPEED,m/sec,201911,1.75
4,新店,7,二氧化氮,NO2,ppb,201911,10.94
4,新店,6,一氧化氮,NO,ppb,201911,2.14
4,新店,5,氮氧化物,NOx,ppb,201911,13.08
4,新店,4,懸浮微粒,PM10,μg/m3,201911,24
4,新店,3,臭氧,O3,ppb,201911,34.7
4,新店,2,一氧化碳,CO,ppm,201911,.31
4,新店,1,二氧化硫,SO2,ppb,201911,1.5
3,萬里,143,小時風速值,WS_HR,m/sec,201911,5.48
3,萬里,38,相對濕度,RH,percent,201911,78.96
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,201911,15
3,萬里,32,降雨強度,RAIN_INT,㎜,201911,1.41
3,萬里,22,導電度,RAIN_COND,μmho/cm,201911,429.91
3,萬里,21,酸雨,PH_RAIN,pH,201911,4.4
3,萬里,14,溫度,AMB_TEMP,℃,201911,22.68
3,萬里,10,風速,WIND_SPEED,m/sec,201911,5.83
3,萬里,7,二氧化氮,NO2,ppb,201911,3.64
3,萬里,6,一氧化氮,NO,ppb,201911,.91
3,萬里,5,氮氧化物,NOx,ppb,201911,4.55
3,萬里,4,懸浮微粒,PM10,μg/m3,201911,53
3,萬里,3,臭氧,O3,ppb,201911,46.4
3,萬里,2,一氧化碳,CO,ppm,201911,.17
3,萬里,1,二氧化硫,SO2,ppb,201911,2.2
2,汐止,143,小時風速值,WS_HR,m/sec,201911,1.98
2,汐止,38,相對濕度,RH,percent,201911,79.2
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,201911,13
2,汐止,14,溫度,AMB_TEMP,℃,201911,21.43
2,汐止,10,風速,WIND_SPEED,m/sec,201911,2.23
2,汐止,7,二氧化氮,NO2,ppb,201911,14.7
2,汐止,6,一氧化氮,NO,ppb,201911,4.12
2,汐止,5,氮氧化物,NOx,ppb,201911,18.81
2,汐止,4,懸浮微粒,PM10,μg/m3,201911,30
2,汐止,3,臭氧,O3,ppb,201911,33
2,汐止,2,一氧化碳,CO,ppm,201911,.32
2,汐止,1,二氧化硫,SO2,ppb,201911,2.5
1,基隆,143,小時風速值,WS_HR,m/sec,201911,.85
1,基隆,38,相對濕度,RH,percent,201911,78.94
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,201911,13
1,基隆,31,甲烷,CH4,ppm,201911,1.881
1,基隆,14,溫度,AMB_TEMP,℃,201911,21.63
1,基隆,10,風速,WIND_SPEED,m/sec,201911,1.19
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,201911,.079
1,基隆,8,總碳氫化合物,THC,ppm,201911,1.961
1,基隆,7,二氧化氮,NO2,ppb,201911,9.18
1,基隆,6,一氧化氮,NO,ppb,201911,6.13
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,201911,11
66,冬山,38,相對濕度,RH,percent,201911,82.59
66,冬山,143,小時風速值,WS_HR,m/sec,201911,1.35
67,三重,1,二氧化硫,SO2,ppb,201911,2.6
67,三重,2,一氧化碳,CO,ppm,201911,1.09
67,三重,4,懸浮微粒,PM10,μg/m3,201911,35
67,三重,5,氮氧化物,NOx,ppb,201911,82.12
67,三重,6,一氧化氮,NO,ppb,201911,48.14
67,三重,7,二氧化氮,NO2,ppb,201911,33.97
67,三重,8,總碳氫化合物,THC,ppm,201911,2.176
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,201911,.324
67,三重,14,溫度,AMB_TEMP,℃,201911,22.92
67,三重,31,甲烷,CH4,ppm,201911,1.852
67,三重,33,細懸浮微粒,PM2.5,μg/m3,201911,16
67,三重,38,相對濕度,RH,percent,201911,67.34
68,中壢,1,二氧化硫,SO2,ppb,201911,2.5
68,中壢,2,一氧化碳,CO,ppm,201911,.76
68,中壢,3,臭氧,O3,ppb,201911,25.6
